tfidf_similarity,skill_match_pct,experience_years,education_level,total_skills_count,label
0.30971527117536957,16.25395052789915,0,3,3,Weak Match
0.5366857629393326,46.78033587071526,6,3,9,Moderate Match
0.18441018220633326,15.42055244211279,1,3,8,Weak Match
0.4750059369537063,23.41571184205993,2,2,5,Moderate Match
0.5619108998247708,32.14287973893756,0,1,12,Moderate Match
0.20005279588565975,29.21448098714938,0,1,3,Weak Match
0.7435014306117218,66.25952666861961,6,2,18,Strong Match
0.19451059993837136,25.426648898291884,2,3,6,Weak Match
0.7767116978895652,81.07235681176651,7,5,18,Strong Match
0.27307641190665244,22.17127681403721,0,2,7,Weak Match
0.48390959405859596,48.51832423343034,6,3,11,Moderate Match
0.7355065418370272,79.31273753525872,6,4,14,Strong Match
0.18714624885610692,0.0,0,2,5,Weak Match
0.704649889022308,66.5335147127949,0,4,10,Strong Match
0.8523962258419826,79.37073178394448,5,4,13,Strong Match
0.5028569685552479,51.72507081502646,4,3,13,Moderate Match
0.07495922660302826,29.254183916264402,2,2,3,Weak Match
0.5493295548482791,70.24112538908967,2,5,17,Strong Match
0.47596600389110777,26.708991606145204,0,2,1,Weak Match
0.7985238787624869,77.33298394907455,5,3,23,Strong Match
0.48348258309244074,60.51055113603155,3,3,9,Moderate Match
0.6080872878761191,54.766394465693594,7,2,14,Moderate Match
0.38310098579906,32.82275828589291,2,5,6,Moderate Match
0.5806498343645023,78.38420828308452,6,3,5,Moderate Match
0.3837770224929064,87.81478999935553,1,3,13,Moderate Match
0.3373658545162958,20.350617824467697,2,4,8,Weak Match
0.07704504055475832,27.96039067883826,0,2,12,Weak Match
0.16114815469111143,35.48935263983216,2,1,6,Weak Match
0.514595529485956,67.01510272233723,2,2,5,Moderate Match
0.6586541188282578,66.12474215689703,4,4,18,Strong Match
0.31299730630397943,49.28876757008395,1,1,8,Moderate Match
0.493795320295947,85.64781819333585,2,3,12,Moderate Match
0.232674476460232,25.60569231532994,2,1,8,Weak Match
0.44031401038697016,53.10089266442527,0,4,10,Moderate Match
0.6872731716302796,45.63736028470114,4,4,16,Strong Match
0.23764095260975168,11.175381347709875,0,3,1,Weak Match
0.3718371727449805,44.59936645550341,4,4,9,Moderate Match
0.16416598479787778,14.229498332378087,2,2,3,Weak Match
0.2964851633097458,41.38699388257878,0,2,4,Weak Match
0.2387084689013019,62.546782695463456,3,4,11,Moderate Match
0.06799774887792942,14.658770909136575,1,2,2,Weak Match
0.5935957783974781,43.46303933952865,2,3,6,Moderate Match
0.10283432654587142,5.4445820225328365,0,3,7,Weak Match
0.23506300992735593,27.870245561771963,2,3,6,Weak Match
0.7547729828275695,100.0,7,4,18,Strong Match
0.5278451865107572,49.66034687556404,3,4,6,Moderate Match
0.25863563192798456,59.19040149197603,1,2,1,Moderate Match
0.08885420430629681,24.95805734118406,2,3,9,Weak Match
0.16304730711666418,20.422328851939987,2,2,1,Weak Match
0.3340461051790348,6.405025156868828,2,3,1,Weak Match
0.14558859978858074,20.04648512713247,1,1,7,Weak Match
0.7427702887607127,71.37981945914726,4,4,11,Moderate Match
0.49408386081794137,64.79018476726549,1,4,8,Moderate Match
0.6579253859879554,94.91216928222696,10,4,12,Strong Match
0.8066006476851881,64.45137874539326,3,4,9,Strong Match
0.31099623729689496,73.04757622474011,4,3,9,Moderate Match
0.4966294325437157,86.90199324405907,2,4,9,Moderate Match
0.1500713142151713,84.07319601627037,0,1,12,Moderate Match
0.45466376291905375,80.82737469730279,6,3,18,Strong Match
0.8108386339974422,66.9340161098685,7,5,15,Strong Match
0.22383689827347852,33.70237155738916,2,2,8,Weak Match
0.582663111954958,68.61842427784532,4,2,13,Moderate Match
0.03924401356310259,12.847302657205429,0,1,7,Weak Match
0.2513085420097293,30.701149442175964,2,2,6,Weak Match
0.5214171993761076,87.87804700754297,5,3,8,Strong Match
0.21403720927487982,80.78689981916452,0,3,8,Moderate Match
0.11807421402785023,16.285349517464095,2,2,5,Weak Match
0.7256878405579696,67.67503961659257,4,5,11,Strong Match
0.13537726901561972,43.30373071131414,0,3,8,Weak Match
0.5796057678857578,45.737493460777486,5,3,11,Moderate Match
0.7327716273230276,74.94027339094974,8,2,18,Strong Match
0.24367385517335094,26.85153705954037,3,1,7,Weak Match
0.9977590280008211,55.59281768889902,6,3,12,Strong Match
0.3051947617722919,10.023272472227045,0,2,10,Weak Match
0.5742973664654721,91.89733048200081,6,4,16,Strong Match
0.5613408153697484,52.79818374855918,3,5,10,Moderate Match
0.8842357869038818,66.42091847303874,6,5,6,Strong Match
0.30073641175304583,42.2993272308573,1,4,8,Moderate Match
0.38337605679681624,78.33619897216826,0,1,10,Moderate Match
0.14573262002659784,12.546594977101133,0,2,3,Weak Match
0.8463783423999484,77.52533815372014,6,4,14,Strong Match
0.6624990914585652,75.7720922800342,2,3,17,Strong Match
0.8192619898843229,78.15602270253488,8,4,24,Strong Match
0.7472951921524955,93.68571305138914,0,4,15,Strong Match
0.3752231368290283,44.22332033175643,1,4,13,Moderate Match
0.7453220960643142,76.8394426575553,3,4,13,Strong Match
0.2800409525227683,31.051495957762896,3,3,6,Weak Match
0.3107080669286973,20.55542603255682,0,3,3,Weak Match
0.3252112887449363,60.57883467087598,0,2,14,Moderate Match
0.6901156752532346,84.9186835566692,5,5,18,Strong Match
0.6618919112560498,93.20293379023947,3,4,17,Strong Match
0.4650269403177489,45.988322424246455,3,4,9,Moderate Match
0.30473177066214485,36.03507990913328,1,2,1,Weak Match
0.25462842480036996,22.077067237731253,0,2,4,Weak Match
0.5484578617436837,59.10183643550217,5,4,13,Moderate Match
0.6074609952101853,84.18042320650392,6,4,29,Strong Match
0.19861622539057627,13.723266711229911,0,4,1,Weak Match
0.3642672953255964,11.192551184225575,2,2,6,Weak Match
0.4191148155091986,28.63982296571374,3,4,7,Moderate Match
0.609383297021887,59.78722013160924,3,5,7,Moderate Match
0.5809572144713123,60.52793369270048,0,3,12,Moderate Match
0.28508979621679725,20.35153853920724,2,2,5,Weak Match
0.8958778522705865,75.29068439416157,5,3,11,Strong Match
0.46602490857387385,49.86542229067239,4,4,6,Moderate Match
0.21058944531152343,29.012955765669812,4,1,9,Weak Match
0.831141305703797,100.0,1,4,11,Strong Match
0.4885628658540328,57.906890559293984,6,3,8,Moderate Match
0.3489863438602082,2.7891522582818133,0,2,1,Weak Match
0.31563961264486273,33.874459339907325,5,3,10,Moderate Match
0.38151044475006285,40.3470219765408,3,2,10,Moderate Match
0.7190432830420059,95.75932966668032,5,3,20,Strong Match
0.43338528192194714,34.85982469194888,2,2,7,Moderate Match
0.3907492100206425,30.207853418763484,2,5,11,Moderate Match
0.7340792859970539,93.3319787494611,3,4,13,Strong Match
0.7960702826781613,53.69828896010871,5,3,17,Strong Match
0.6030381995727214,87.44501524490943,7,3,17,Strong Match
0.40954968346583526,43.41236271042684,2,3,9,Moderate Match
0.4015621844109604,38.628283889109056,3,5,5,Moderate Match
0.6179226523903203,64.94487156077876,3,2,11,Moderate Match
0.13153701742399962,31.487507189953224,0,3,1,Weak Match
0.9059921286021048,68.60096049196515,4,4,9,Strong Match
0.4412615421612916,31.415251454776286,1,2,5,Weak Match
0.33103291806524315,21.852538409547993,1,2,13,Moderate Match
0.36982914556283414,65.88859289351132,2,2,10,Moderate Match
0.5295457522400895,68.42863400479455,3,2,10,Moderate Match
0.6975754027006369,72.72322730070991,8,4,18,Strong Match
0.254711911517521,7.830246216293862,3,3,7,Weak Match
0.6766840601017103,91.91195764037097,2,4,16,Strong Match
0.6938782556127335,91.18532222384628,7,4,19,Strong Match
0.6266619974890949,64.67308985441005,9,5,19,Strong Match
0.6797058360851845,98.02825830347271,4,3,13,Strong Match
0.10362410737893891,10.514189021259485,2,2,5,Weak Match
0.8086159895994492,80.05641937427964,4,4,8,Strong Match
0.508167938075337,40.15100683012777,1,4,7,Moderate Match
0.24215866106144557,32.06728600563535,0,2,1,Weak Match
0.7316395157991261,85.14188430524297,2,5,9,Strong Match
0.5434033291399966,44.283399971400534,1,3,8,Moderate Match
0.7633674726610097,96.45643879759163,4,5,3,Strong Match
0.7413241201119904,61.97586769547878,5,4,16,Strong Match
0.7629344832417939,84.72941431641881,7,5,8,Strong Match
0.1629988970117872,18.894447247994773,3,3,4,Weak Match
0.2698828420202535,27.051675332672676,2,2,1,Weak Match
0.18061738612271966,18.825821904272672,0,3,1,Weak Match
0.4081617438710569,47.110392139542,2,5,10,Moderate Match
0.472161636703789,33.14023194658425,1,4,7,Moderate Match
0.2987334516589102,21.088587716289727,1,2,2,Weak Match
0.1824145595567929,41.93764198873622,1,2,1,Weak Match
0.3187679388461564,16.42459243241928,1,2,4,Weak Match
0.47158729813841743,71.48803200882439,4,1,6,Moderate Match
0.638878411594804,34.83928071796723,0,3,12,Moderate Match
0.5426038452778014,12.120403311178944,5,1,7,Moderate Match
0.527793652061263,50.30672591949106,3,2,7,Moderate Match
0.24620608932518967,31.400686111391146,1,2,9,Weak Match
0.3048430777570554,75.41601341572785,3,2,8,Moderate Match
0.3749583904205421,38.57744894428584,0,3,3,Weak Match
0.25646059258936005,9.764027935694614,1,2,5,Weak Match
0.435390298994006,73.18829640538983,4,2,14,Moderate Match
0.0,30.134503834370893,0,1,6,Weak Match
0.2718122437860116,16.245104111372633,4,2,8,Moderate Match
0.49721824625060995,64.53270508038825,4,4,7,Moderate Match
0.6828993451837633,80.66560525960455,3,5,10,Strong Match
0.811076306459192,68.72609742554914,4,3,14,Strong Match
0.5016049976629283,66.42396835644578,3,3,8,Moderate Match
0.22132937073729386,22.01446570434669,0,3,7,Weak Match
0.42105167305724045,56.928775551200154,0,4,8,Moderate Match
0.5062529107290029,38.02260385136392,3,4,12,Moderate Match
0.4381332416170629,64.86707076182876,2,3,9,Moderate Match
0.5034141479202577,58.46949074540205,5,4,10,Strong Match
0.5702660181642181,97.58893564717962,1,3,14,Strong Match
0.16303896639563661,26.52520472682624,1,3,4,Weak Match
0.6919035651660983,96.9505537860887,6,3,16,Strong Match
0.24724062778803774,39.80939234243158,2,2,4,Weak Match
0.28187776437548606,40.455183020950635,0,1,8,Weak Match
0.6798598516990861,72.30065626606853,3,5,15,Strong Match
0.19242357134645402,30.04576740689455,0,1,7,Weak Match
0.5286686809446759,70.80749972455473,5,4,12,Strong Match
0.5023588403608839,52.532048694354806,3,4,5,Moderate Match
0.6132582684449371,68.21027658041474,4,4,15,Strong Match
0.29257965211798087,37.088408716944784,2,2,8,Moderate Match
0.14263982271030992,23.22227554314384,3,1,1,Weak Match
0.27082144232565575,24.79859357516202,2,2,3,Weak Match
0.6248552601285187,76.7156356805453,2,3,9,Strong Match
0.3938928999058285,9.996024104733102,0,3,5,Weak Match
0.35337277099164993,15.570382443372427,0,1,8,Weak Match
0.60876834341063,77.2856957272584,0,3,12,Strong Match
0.3085982116175032,15.568438658631424,2,3,10,Weak Match
0.4567979909876529,59.41569856099423,2,3,9,Moderate Match
0.4548710029444659,42.172116370705425,1,2,14,Moderate Match
0.8827488034284987,77.13587854103599,7,4,11,Strong Match
0.445723022124302,29.38815457732287,5,2,6,Moderate Match
0.7660878538727168,77.60766302287088,0,4,8,Strong Match
0.04970296716048468,25.044875937934883,2,3,5,Weak Match
0.4309764512367636,51.61773644686095,1,3,6,Moderate Match
0.28866593867588675,39.13887274922122,0,2,8,Moderate Match
0.452906334800731,71.77108777581601,2,3,5,Moderate Match
0.20759552679160875,30.912189020316667,2,1,7,Weak Match
0.8695302230997155,53.11931721110221,4,4,8,Strong Match
0.46690634962934446,27.241848882120077,3,3,7,Moderate Match
0.12782624466627468,24.121850465672775,0,2,10,Weak Match
0.3288323154348075,60.66815965407277,7,3,6,Moderate Match
0.5997290487208481,42.571131260585844,3,2,15,Moderate Match
0.8929527946879339,60.769654185846726,7,4,10,Strong Match
0.11088077745847126,0.0,0,2,2,Weak Match
0.5686939254797946,89.01434336465731,10,5,7,Strong Match
0.02741932712094033,13.869224171972139,3,1,3,Weak Match
0.42876633270071407,40.82383857646165,0,2,8,Moderate Match
0.33213040322730125,39.03523605416365,0,1,8,Weak Match
0.3215898280408617,30.642647607053657,1,3,9,Moderate Match
0.13941391792411068,42.63253487448756,4,1,3,Weak Match
0.3897534930776867,37.702740560170014,4,3,7,Moderate Match
0.5090941516809778,56.04836101470946,7,2,7,Moderate Match
0.695025329957127,72.083988784094,3,4,15,Strong Match
0.6248975113880759,76.62316270239721,6,4,9,Strong Match
0.2513105798176083,18.885439868992993,2,3,2,Weak Match
0.4163189907759871,28.298604601264604,2,2,5,Moderate Match
0.5169992295026067,53.06407547977376,4,2,9,Moderate Match
0.7684861028177445,100.0,5,4,13,Strong Match
0.4162406931458144,52.93787004114821,4,1,7,Moderate Match
0.25225141052657574,27.020778650664205,3,3,1,Weak Match
0.8325940567171197,71.80746326139152,5,3,12,Strong Match
0.5313511045607123,45.169240285960164,7,2,11,Moderate Match
0.22658782296520485,16.759363167512856,1,4,4,Weak Match
0.5840754997905754,56.798154849287855,3,4,10,Moderate Match
0.10806154084135766,0.0,1,3,10,Weak Match
0.5206294085304731,75.37866306091969,3,2,10,Moderate Match
0.1417241342388418,0.0,1,4,7,Weak Match
0.19094667176958394,25.983763966828178,1,3,3,Weak Match
